Iteration;Oil_Price_USD;Sanctions_Years;RUB_EUR;Industrial_Growth_pct;Win_Rate_pct;CAPEX_Overrun;Revenue_M_EUR_yr;NPV_M_EUR;ROI_5yr_pct;Payback_Years
652;90.2782;4.6302;89.8798;4.1528;49.504;1.0891;1.1455;-16.7997;-64.9429;14.2625
653;65.16;5.3981;119.29;4.9;62.3788;0.8;0.9202;-11.5828;-61.6602;13.0413
654;50.0825;3.3702;103.9647;5.9779;50.8136;1.1418;1.3475;-16.4719;-60.6595;12.7095
655;116.3205;4.6614;77.8133;3.3438;55.0829;1.4387;1.6365;-21.4794;-62.0823;13.1865
656;71.0659;3.9379;78.4894;6.6636;59.1648;1.078;1.7096;-12.908;-47.1388;9.4587
657;70.2507;5.2389;60.6742;7.2458;47.5698;1.1326;1.8029;-13.279;-46.9412;9.4235
658;69.5657;1.596;81.2345;4.5567;36.5015;1.1262;1.396;-15.9505;-58.6806;12.1009
659;73.5655;4.1952;121.9556;3.7909;62.2299;0.9069;1.0716;-13.0074;-60.6109;12.6939
660;67.4015;3.1577;139.2276;7.0407;92.1306;1.0768;1.7446;-12.5033;-45.9947;9.2583
661;59.6741;3.3061;118.6953;5.7934;65.2744;1.0645;1.5576;-14.0131;-51.2239;10.2509
662;60.1565;8.3879;114.8731;4.723;69.6532;0.8823;0.9208;-13.5552;-65.2136;14.3734
663;69.4104;2.583;96.8864;6.7403;60.0466;0.8;1.6359;-7.172;-31.8381;7.3355
664;60.2184;3.2323;121.3767;6.5815;64.8778;0.8109;1.3017;-9.2655;-46.492;9.3444
665;57.1688;4.291;107.4193;4.0956;73.3698;0.8283;1.447;-9.1581;-41.7645;8.5858
666;71.9157;6.9819;157.0058;4.9731;77.1752;1.1054;0.755;-19.5386;-77.2329;21.9615
667;65.4104;3.7717;97.5689;5.4652;91.6669;0.8;2.067;-4.9842;-13.8741;5.8055
668;97.0719;5.8729;139.8992;4.6431;82.5919;1.4538;1.1408;-25.1583;-73.8431;19.1154
669;30.0;6.9095;124.4245;2.5137;63.6253;1.3852;0.5563;-26.6155;-86.6141;37.3528
670;89.6471;3.2262;120.1849;3.1926;83.63;1.2342;1.769;-15.1117;-52.2227;10.4652
671;92.4295;3.6453;60.4791;2.5626;66.6981;0.903;2.6496;-3.6339;-2.195;5.1122
672;32.679;3.4587;126.1495;5.3394;67.9513;0.8;1.2733;-9.1582;-46.9465;9.4245
673;63.8316;6.6661;96.8626;2.8235;41.451;1.1811;0.7222;-21.0646;-79.618;24.5315
674;63.3141;1.5263;89.4955;4.8886;67.2924;0.8611;2.1894;-5.3113;-15.2462;5.8994
675;44.6648;3.2184;69.0231;7.3479;66.5158;1.1706;3.1206;-6.1779;-11.1393;5.6268
676;55.9993;5.3827;99.8604;6.7417;68.902;1.1278;1.2161;-16.8187;-64.0569;13.9109
677;50.0096;4.6243;100.8423;1.8439;64.3896;0.9158;1.2253;-12.0901;-55.4008;11.211
678;101.5409;3.8774;72.1985;2.6819;82.1369;0.8;2.8327;0.2824;18.0285;4.2363
679;86.8422;4.4689;69.1896;3.4352;52.1866;1.0381;1.6832;-11.931;-45.9554;9.2516
680;92.888;2.6662;112.9364;2.8465;75.5426;0.8;1.7926;-6.2615;-25.3079;6.6941
681;82.9901;3.8472;124.3495;2.1193;71.5856;1.0578;1.2553;-14.9501;-60.4436;12.6402
682;49.6771;4.2435;104.872;4.5837;48.1272;1.0986;0.8176;-18.6914;-75.192;20.1548
683;60.5586;7.4366;133.3369;5.6577;59.8953;0.8764;0.7656;-14.0764;-70.8818;17.1714
684;78.8087;2.9889;97.8635;6.0311;50.5125;0.8;1.5371;-7.9323;-35.9545;7.807
685;48.0017;7.0353;98.6504;3.8883;79.7562;1.3849;0.9973;-23.8254;-75.9959;20.8298
686;82.834;5.1361;79.5124;4.1921;79.787;0.8986;2.3718;-5.0901;-12.0165;5.6829
687;65.6741;1.1951;67.7016;5.1335;43.4012;0.9594;2.7128;-2.8184;-5.7471;5.3049
688;63.2532;5.7207;158.9891;4.4373;37.0709;1.2439;0.4282;-24.3271;-88.5257;43.5757
689;82.7973;1.4189;132.6873;5.8159;61.1769;0.8926;1.5611;-9.6298;-41.6982;8.5761
690;77.9967;9.5827;70.6008;5.2455;56.4913;0.8587;0.8843;-13.0662;-65.6737;14.5661
691;63.5026;7.0897;103.9706;4.0355;75.4102;1.4948;1.1261;-25.2989;-74.8884;19.9111
692;90.8679;3.1643;97.5299;1.815;88.8799;0.8637;2.1151;-5.4637;-18.3704;6.1252
693;50.5409;2.9726;93.3795;6.8485;88.2588;1.2755;2.4502;-12.3241;-35.9686;7.8087
694;81.0868;3.5864;90.28;3.5709;51.9478;1.0311;1.4295;-13.7858;-53.7867;10.8194
695;80.6758;3.4567;110.0008;5.1363;70.6242;1.0267;1.544;-12.8028;-49.8719;9.9744
696;64.4282;3.5394;122.6965;1.7251;69.8503;0.9037;1.148;-12.7801;-57.6522;11.807
697;75.8704;3.2669;110.5832;4.583;74.4656;0.9609;1.6057;-11.3999;-44.2977;8.9763
698;47.48;4.9806;97.032;4.7504;50.4874;1.4296;0.8465;-25.7682;-80.2636;25.334
699;86.6325;2.4752;96.1456;4.8229;60.3785;1.1865;1.9477;-14.1139;-45.2837;9.138
700;66.6718;6.7996;126.3902;9.1207;46.2911;0.8;0.6556;-13.4576;-72.6823;18.3031
701;60.591;6.468;112.284;3.6533;72.0822;0.8201;1.0238;-11.4644;-58.3903;12.0164
702;88.8822;4.0997;101.8338;5.831;54.908;1.0796;1.2557;-15.8137;-61.23;12.8966
703;57.3218;6.8705;99.1065;5.3848;62.1974;1.1363;0.9779;-18.6939;-71.3117;17.4287
704;44.6477;2.9227;109.0153;3.582;60.8289;1.1657;1.2542;-17.5518;-64.1373;13.942
705;41.9807;1.1459;88.9508;5.8085;51.1797;0.9848;1.7586;-10.5523;-40.4742;8.3997
706;80.9082;4.9678;122.7997;4.3535;56.9918;0.8438;0.9444;-12.5489;-62.6926;13.4022
707;46.9523;3.9959;76.417;5.9129;63.6839;0.8504;1.9247;-6.89;-24.5595;6.6277
708;101.5863;4.635;90.225;7.5414;73.3015;0.8;1.9582;-4.7613;-18.4098;6.1282
709;32.5253;7.4127;116.5065;4.8262;59.421;1.3864;0.7278;-25.7913;-82.5004;28.5721
710;100.5362;8.5858;75.3354;4.1783;45.3904;0.8;0.8361;-12.0133;-65.1645;14.3532
711;73.7983;5.0696;67.4859;6.1773;33.4063;0.9529;0.9799;-14.6259;-65.721;14.5862
712;68.2592;6.0389;101.5894;6.695;71.2787;0.8;1.231;-9.801;-48.7088;9.7483
713;60.1915;1.9108;65.4349;3.2751;69.9244;0.8897;2.8091;-0.6548;5.2485;4.7507
714;77.1845;2.4537;72.2744;3.9206;43.1547;1.1221;2.2618;-10.1676;-32.8122;7.4418
715;69.3226;5.7879;120.822;5.6131;59.8249;0.8;0.9346;-11.6779;-61.0601;12.8403
716;89.8594;3.8507;95.0092;4.402;60.1551;1.0731;1.4457;-14.3136;-55.0923;11.1339
717;72.0561;3.9301;137.9018;3.1685;62.7311;1.1904;1.0955;-18.8941;-69.3245;16.2997
718;72.7054;3.2193;73.9927;5.411;52.6163;0.9199;1.6116;-10.205;-41.6045;8.5623
719;63.455;4.8901;97.6786;5.6072;77.4056;1.7296;1.5821;-27.5544;-69.5097;16.3986
720;68.975;2.5971;110.5056;4.0984;50.3116;0.8;1.1259;-10.4418;-53.0886;10.6584
721;75.5404;5.019;74.6299;4.692;41.3418;0.8;1.1137;-10.4451;-53.5954;10.7748
722;39.217;2.5317;129.4262;3.7351;65.2632;0.9412;1.1039;-13.5915;-60.9036;12.7889
723;45.7327;1.7312;113.6178;2.9571;46.7442;0.945;1.0632;-13.986;-62.498;13.3326
724;83.3788;3.3268;66.8766;3.8544;39.1597;1.0232;1.2943;-14.0424;-57.8344;11.858
725;73.0756;2.843;99.0609;4.7109;58.5621;1.204;1.4115;-17.6772;-60.9212;12.7946
726;66.6883;7.283;110.1298;2.3874;47.4043;0.8;0.5722;-13.7683;-76.1582;20.9715
727;70.3318;1.6424;86.285;3.964;52.4437;0.8;2.1413;-4.3976;-10.7772;5.6039
728;76.2565;2.5481;69.0758;4.7317;84.1327;0.8703;3.2766;1.7976;25.4957;3.9842
729;60.2843;4.5218;107.2095;6.392;69.4612;1.229;1.3442;-17.8366;-63.543;13.7148
730;55.9905;4.1256;173.8132;4.1311;53.0533;1.1757;0.736;-20.9145;-79.1337;23.962
731;73.5252;1.5435;90.7787;2.7311;91.2042;0.9861;4.142;3.3375;40.0065;3.5713
732;52.3893;0.915;148.0397;4.2855;40.8719;0.9033;0.8699;-14.4557;-67.8969;15.5748
733;77.3485;9.1092;82.8555;3.7501;50.3135;0.9699;0.727;-16.309;-75.0159;20.0127
734;39.3535;5.2369;105.5365;5.4283;68.2511;1.0751;1.6332;-12.9684;-49.3635;9.8743
735;88.5248;3.5038;121.2738;4.0931;40.6454;1.02;0.8555;-16.5467;-72.0413;17.8835
736;78.5068;4.0657;99.7899;0.5342;76.8612;0.8;2.2471;-3.4141;-6.3695;5.3401
737;74.6085;3.0161;92.8269;10.1374;67.0601;0.8;2.0518;-4.3079;-14.5074;5.8485
738;87.6884;3.3996;119.9053;4.8135;40.2804;0.9496;0.9488;-14.835;-66.6957;15.0131
739;99.9785;5.169;160.4583;4.7338;62.2383;1.156;0.824;-20.1641;-76.2405;21.0442
740;88.2587;7.2084;107.8042;2.2879;25.2476;0.8088;0.3776;-15.3919;-84.438;32.1295
741;36.8643;2.5912;87.8961;2.4031;42.8858;1.0849;1.0858;-17.2418;-66.6389;14.9875
742;46.9676;6.7418;95.367;4.4621;67.9242;0.8;0.9541;-11.8452;-60.2456;12.5772
743;58.7533;2.1991;187.7473;5.1043;51.7821;1.0143;0.9119;-16.5825;-70.0328;16.6849
744;70.4696;2.7597;103.4302;5.6532;70.4449;0.8553;2.0656;-5.6491;-19.495;6.2108
745;79.3179;1.4396;86.1911;4.9562;66.0096;0.8;2.3134;-2.0929;-3.6076;5.1871
746;56.9366;2.3287;75.1062;2.8211;64.179;0.8965;2.4052;-4.0919;-10.5693;5.5909
747;73.3618;7.6549;63.3513;0.8433;78.8768;0.8;1.658;-6.5996;-30.915;7.2375
748;56.4031;4.0044;109.5155;4.4497;82.66;0.9462;1.6078;-10.7139;-43.3595;8.8276
749;58.9927;1.8581;117.7814;3.799;52.7367;1.086;1.1676;-16.8684;-64.1638;13.9524
750;44.6801;8.3635;90.5585;2.7061;44.9063;1.0957;0.8342;-18.5179;-74.6204;19.7009
751;53.3818;7.1633;99.6264;5.8421;42.0949;0.8;0.6155;-13.4054;-74.3539;19.4962
752;45.6697;5.961;74.6309;2.2366;56.819;1.1219;1.2748;-16.2132;-62.1225;13.2005
753;52.4343;7.8967;103.379;5.5255;59.0465;1.0861;0.8721;-18.5384;-73.2343;18.6807
754;88.9656;2.7865;112.7918;2.4848;69.5298;0.9188;1.5692;-10.611;-43.069;8.7826
755;52.9108;6.7013;87.4773;4.8011;37.6864;0.8;0.6647;-13.4287;-72.3023;18.052
756;117.3829;5.4596;152.5944;6.001;72.3552;0.9216;1.1077;-12.8556;-59.935;12.4797
757;78.8797;7.057;81.1171;4.0931;54.1429;1.3802;0.9562;-24.2929;-76.9065;21.6511
758;73.3271;6.325;107.3441;7.1349;32.5117;1.1267;0.5363;-21.2203;-84.1336;31.5131
759;54.5496;3.4077;123.6246;7.4768;64.0992;1.2147;1.158;-19.4404;-68.2222;15.7342
760;82.6056;6.1267;98.0863;4.9558;55.6112;0.8205;1.0215;-11.2737;-58.5012;12.0486
761;59.6385;2.9967;95.3974;5.4121;67.5934;0.899;1.6686;-9.1431;-38.1279;8.0812
762;72.1962;3.318;69.9621;6.1911;53.7065;0.8;2.6728;-0.3796;11.3667;4.4897
763;116.0815;2.1009;140.4014;5.4166;79.5346;0.8754;2.4508;-4.0825;-6.6812;5.358
764;68.2709;7.9222;95.8416;5.2559;51.2082;1.3121;0.7757;-24.1072;-80.2947;25.3739
765;90.6869;3.1335;114.3783;3.8139;78.513;0.9141;1.7514;-8.497;-36.1344;7.8289
766;57.3428;4.3539;118.315;2.069;66.1158;0.8713;1.2544;-11.0886;-52.0068;10.4181
767;69.3702;3.6379;85.464;2.5149;75.327;1.0489;1.9776;-10.9053;-37.1533;7.9559
768;101.8744;8.3676;95.1817;8.1736;50.2352;0.8915;0.8257;-14.2002;-69.1246;16.1941
769;58.7146;3.3502;139.6013;5.0837;61.9113;1.0187;1.1867;-14.584;-61.1717;12.8772
770;102.6241;6.1625;75.6313;4.2315;60.3105;0.8925;1.5042;-10.0702;-43.8202;8.9
771;82.7395;6.8992;170.2299;6.495;63.3517;1.0389;0.6128;-18.7696;-80.3395;25.4316
772;59.8756;3.8736;83.0092;3.4758;62.4537;0.9268;1.8884;-9.0575;-32.0822;7.3618
773;81.3833;3.5695;74.4621;5.4747;52.4768;0.8;1.685;-7.0006;-29.7918;7.1217
774;87.506;5.9043;103.363;4.7158;60.2021;1.2347;1.0526;-20.4417;-71.5832;17.5952
775;81.1926;7.5933;173.6874;5.29;84.3715;1.4385;0.9092;-25.5167;-78.9308;23.7313
776;41.736;5.963;62.0183;4.0954;27.5338;1.1046;0.7629;-19.3338;-76.9774;21.7178
777;56.9115;2.8226;96.536;3.153;57.6013;0.8;1.29;-9.3483;-46.2495;9.3022
778;65.5447;7.2746;112.6445;3.3657;54.1217;0.9554;0.633;-16.9603;-77.9159;22.6407
779;68.6602;3.6183;100.8448;3.4242;80.799;1.0502;1.7187;-12.3697;-45.4476;9.1655
780;81.1721;4.6914;110.0187;4.5955;90.4126;0.8;2.4592;-1.7569;2.4653;4.8797
781;73.1986;6.6519;83.5681;2.2658;71.4699;0.8983;1.6422;-9.346;-39.062;8.2051
782;45.9638;2.6153;86.0768;2.7289;62.1277;0.8;1.5287;-8.1743;-36.3061;7.85
783;76.8436;6.2145;96.3574;4.8033;51.3115;0.8139;0.9409;-11.7366;-61.4647;12.9751
784;80.9905;4.8178;75.3918;4.4085;42.6732;1.0703;1.2053;-16.2598;-62.4598;13.319
785;80.0762;7.3368;98.8891;4.8853;84.6237;0.9902;1.4847;-11.9374;-50.0191;10.0038
786;89.4541;2.521;90.7387;4.5324;53.9524;0.8033;1.6652;-6.9995;-30.9041;7.2363
787;85.0106;3.7932;88.913;8.3784;33.7679;0.9867;0.9622;-15.3146;-67.4944;15.3819
788;78.2652;6.6659;108.3424;4.7901;33.2818;0.9301;0.522;-17.0695;-81.2923;26.727
789;68.737;1.1758;63.4343;4.0314;56.5211;1.1931;2.6511;-9.4173;-25.9331;6.7506
790;40.1027;2.1324;94.4337;4.7517;71.7608;0.8;2.1059;-3.6741;-12.2521;5.6981
791;77.7331;9.2079;178.4857;6.1299;35.7022;0.8623;0.2396;-17.4075;-90.7362;50.0
792;73.7384;3.0824;76.2214;4.5256;59.8476;1.3546;1.936;-17.1826;-52.3588;10.4951
793;74.8884;8.7247;137.9023;5.6271;63.3863;0.8;0.5665;-13.6708;-76.3976;21.1843
794;47.0185;2.5821;101.3758;5.1941;59.2463;0.8056;1.3047;-9.4576;-46.0111;9.2612
795;50.541;3.4818;86.0072;4.1644;40.495;0.9016;0.9459;-13.7618;-65.0285;14.2974
796;88.9568;5.9461;71.8808;4.7663;74.4655;1.2889;2.4206;-12.6317;-37.3954;7.9866
797;69.288;5.2295;103.5537;6.9984;85.6246;1.0838;1.6072;-13.2914;-50.5662;10.1145
798;82.267;4.7222;143.8138;4.9646;53.4235;0.8086;0.7963;-12.6424;-67.172;15.2309
799;70.5097;4.4088;90.7281;3.121;55.2203;0.9833;1.2607;-13.2752;-57.2622;11.6993
800;70.5356;6.7734;97.9963;4.1207;58.993;0.9321;1.0677;-13.8262;-61.8183;13.0953
801;86.8891;2.8622;128.7359;1.4286;72.2277;1.0941;1.3149;-15.832;-59.9397;12.4812
802;60.7112;3.911;108.8954;4.8061;42.8741;0.9917;0.8744;-16.1628;-70.609;17.012
803;71.7302;2.4215;67.4982;6.5681;59.6951;1.0401;2.745;-4.8356;-12.025;5.6834
804;61.679;4.8164;102.503;2.5879;55.2998;0.9377;0.9084;-14.5515;-67.7098;15.4846
805;62.1791;2.9394;145.9449;4.8246;63.6958;1.3028;1.0231;-22.079;-73.8222;19.1001
806;64.4349;3.3442;99.0807;6.0781;66.5015;0.9915;1.5823;-11.8468;-46.8039;9.3992
807;73.9984;4.0703;60.0;6.2367;54.3128;0.8823;2.1707;-5.6515;-17.9861;6.0965
808;61.3825;1.2974;110.192;6.5197;36.8586;1.2363;1.0962;-20.2143;-70.4431;16.9165
809;92.6036;1.9777;95.1597;1.7976;60.5992;1.1254;1.7099;-14.0158;-49.3517;9.872
810;53.8971;5.4299;63.3007;5.3574;69.1929;0.8337;2.2391;-4.1623;-10.4704;5.5847
811;66.6363;3.8377;65.7177;2.3417;68.7414;0.8;2.5416;-1.5646;5.9002;4.7214
812;62.0848;7.0014;127.6059;3.1025;35.4369;1.1141;0.5083;-20.9466;-84.7934;32.8805
813;96.0456;5.494;83.2688;5.8317;65.0263;0.9165;1.9038;-8.0732;-30.7582;7.2211
814;73.538;0.9386;79.7021;4.8371;51.2392;1.0085;1.9904;-9.4615;-34.216;7.6006
815;88.5732;4.9514;99.113;5.6895;71.2469;1.2667;1.5916;-17.3922;-58.1182;11.9384
816;43.2599;1.992;85.1249;3.2063;73.9219;0.8265;1.9332;-6.145;-22.0285;6.4126
817;74.8069;6.1832;102.5328;6.8104;85.0272;0.8;1.6598;-7.0268;-30.8412;7.2297
818;86.0134;9.2485;95.0583;5.6325;40.1219;0.8;0.7413;-12.8478;-69.1113;16.1872
819;71.4811;4.4165;74.0819;5.9339;44.3102;1.5538;1.225;-25.7172;-73.7191;19.0252
820;89.1786;5.4071;88.003;2.9797;69.3296;1.2691;1.6383;-17.3559;-56.9697;11.6197
821;60.6888;2.8741;111.7047;6.3571;68.1146;1.1438;1.6569;-14.7818;-51.7115;10.3544
822;95.3683;3.8845;101.0535;4.1258;52.5353;0.8;1.2376;-9.5978;-48.434;9.6963
823;111.3802;6.9065;97.9723;3.6832;66.3529;0.8;1.148;-10.2144;-52.1678;10.4532
824;63.4689;2.4941;162.3113;5.5382;47.719;1.1509;0.7724;-20.2991;-77.6293;22.3506
825;61.981;3.0113;120.0526;5.4748;43.633;1.0836;0.858;-18.2571;-73.6065;18.9441
826;96.1609;3.9272;123.7521;3.3298;54.8413;0.9471;1.0442;-14.3943;-63.2496;13.6053
827;98.4323;5.6256;95.9357;7.6845;57.4082;0.8;1.7777;-6.5047;-25.9312;6.7505
828;60.5885;3.5577;105.6579;7.3215;56.5872;1.235;1.6262;-16.9007;-56.108;11.3916
829;62.4366;7.8078;89.783;5.5076;66.488;1.431;0.9682;-25.2091;-77.4482;22.1712
830;64.9279;1.9978;121.4567;5.2456;79.1058;1.0917;2.0166;-11.6894;-38.4271;8.1205
831;45.7999;3.5315;97.2777;5.0947;87.2388;0.8597;2.0175;-6.288;-21.7741;6.3917
832;53.4643;5.6006;105.7169;2.275;63.0552;1.3564;1.0686;-22.6507;-73.7384;19.0392
833;51.9255;2.8167;104.097;4.7692;32.9912;1.0343;0.7694;-17.9004;-75.2023;20.1631
834;56.1796;5.22;99.5469;4.7493;86.6631;1.3854;1.5983;-19.9498;-61.5445;13.0021
835;69.3757;2.4749;200.0;3.736;41.4755;0.9309;0.4949;-17.2607;-82.2791;28.2153
836;74.2159;1.6531;84.6492;4.136;76.7173;1.5105;2.5745;-16.2042;-43.1861;8.8007
837;97.909;2.1953;84.457;1.0281;91.6312;0.9142;3.2751;1.6941;19.4152;4.1871
838;52.0296;7.8422;118.9489;2.9541;36.0002;0.8761;0.428;-16.4028;-83.7166;30.7061
839;87.7178;4.5403;86.1748;5.9827;83.2216;1.1804;2.1088;-13.2486;-40.4477;8.396
840;66.1482;6.3199;92.9739;7.1968;68.3476;0.9855;1.2046;-13.7003;-59.2555;12.2716
841;69.1097;3.3383;76.2157;3.1849;37.6054;1.0806;1.3356;-14.9021;-58.8001;12.1359
842;82.1468;4.7954;113.0759;4.8743;60.3101;0.8157;1.1265;-10.5686;-53.9646;10.8612
843;49.791;4.2047;113.4355;6.2476;64.2737;0.8186;1.3685;-8.7386;-44.2762;8.9728
844;76.8834;8.1004;92.4227;3.8197;90.8439;0.9266;1.9023;-8.804;-31.5629;7.306
845;72.9961;5.9029;119.5667;5.6144;69.0212;1.0743;1.014;-17.4659;-68.537;15.8917
846;78.8641;5.7669;62.843;4.5493;37.0331;0.8559;1.0715;-11.9163;-58.2699;11.9818
847;75.205;1.5492;83.802;6.3856;67.0629;1.2384;2.8253;-8.8681;-23.9529;6.5749
848;114.1954;4.5276;95.8395;2.6763;33.5425;0.9788;0.8245;-16.1006;-71.9191;17.8057
849;58.5207;4.0464;74.5969;2.9431;45.4204;1.407;1.1239;-23.4125;-73.3728;18.7778
850;60.4421;7.8095;64.5856;5.0193;54.6133;0.8102;1.1126;-10.7233;-54.229;10.924
851;58.7835;2.9722;92.5914;4.7443;27.7546;1.0709;0.7019;-19.0856;-78.1519;22.8853
852;60.0014;3.0318;118.9467;4.5155;59.9564;1.0962;1.1113;-17.3334;-66.2071;14.796
853;58.527;3.7434;137.7854;5.4638;60.9829;1.0557;0.9459;-16.9489;-70.1337;16.7413
854;91.4023;2.9042;87.2125;3.204;74.5977;0.9903;2.1697;-7.606;-26.9644;6.846
855;95.5691;2.2516;120.1179;2.5458;30.4184;1.1846;0.8011;-20.9161;-77.4573;22.1801
856;59.7266;6.9207;117.2497;3.8498;65.2847;0.8;0.7682;-12.5937;-67.9928;15.6215
857;55.0176;4.5802;135.6153;4.0176;63.2939;1.0582;0.9155;-17.332;-71.1622;17.3383
858;78.4855;6.9637;91.6175;4.1744;67.5421;0.821;1.1913;-10.3719;-51.6299;10.337
859;60.06;6.6489;63.7867;6.5036;59.2777;0.8906;1.426;-10.5704;-46.6307;9.3687
860;81.3928;3.0903;101.7701;5.7556;75.6065;1.0552;1.9492;-11.005;-38.4227;8.1199
861;73.6526;4.5159;77.612;5.3999;45.37;1.2088;1.2857;-18.3067;-64.5463;14.1029
862;42.7166;1.9059;83.4539;4.933;50.8289;0.8;1.706;-6.5086;-28.9177;7.0341
863;97.8551;7.626;92.7461;3.9487;54.4609;1.3912;1.0466;-24.007;-74.9223;19.938
864;102.3258;3.7058;91.8759;3.3191;52.5795;1.222;1.6587;-16.2061;-54.7532;11.0505
865;58.9698;3.6502;103.6023;2.8043;63.5576;1.0087;1.3251;-14.084;-56.2136;11.4191
866;63.0214;3.1907;119.2187;3.5582;86.4519;0.8077;1.7472;-6.2962;-27.8987;6.9347
867;75.1456;4.0112;91.2165;4.5356;63.0794;1.3577;1.6268;-19.2545;-60.0602;12.5188
868;76.0202;2.9453;110.3983;2.8675;66.6482;1.0969;2.0504;-10.4919;-37.6896;8.0243
869;81.8538;3.5523;100.3711;4.8543;69.1007;1.0967;1.6128;-14.0475;-50.9801;10.1999
870;106.1837;6.3526;126.3485;4.3083;54.7003;0.8732;0.8564;-13.7527;-67.3099;15.2951
871;66.8149;6.6801;95.3946;4.0041;62.5752;1.0396;0.9623;-16.7542;-69.1462;16.2055
872;55.6306;3.1977;98.0462;6.3423;55.401;0.8823;1.494;-9.7711;-43.5585;8.8587
873;45.1723;4.0577;91.0647;0.9091;71.3976;1.2751;1.6057;-18.0044;-58.0246;11.9117
874;56.8433;7.1033;96.0249;4.0244;73.2545;1.2814;0.9722;-21.9681;-74.7116;19.7719
875;69.4037;1.6185;82.2117;1.0713;68.394;0.9698;2.5783;-4.7091;-11.375;5.6417
876;102.302;7.2849;80.1998;4.9578;73.5282;0.8896;1.5072;-10.5477;-43.5212;8.8529
877;60.683;2.7816;121.4025;5.7433;78.4783;1.1715;1.6284;-15.3585;-53.6663;10.7913
878;74.0282;5.3765;76.2769;2.5733;56.5078;1.1392;1.2205;-17.2481;-64.2867;14.0004
879;69.7044;4.7312;92.332;2.7654;83.6821;0.8;1.6645;-7.319;-30.6441;7.2092
880;91.3911;4.5475;128.896;2.0526;51.1945;0.9434;0.8261;-15.2717;-70.8115;17.13
881;115.4848;6.9418;91.56;4.6955;74.7348;1.5505;1.5137;-24.329;-67.458;15.3648
882;60.4444;2.0532;123.021;4.0888;74.3909;0.9984;2.317;-6.9331;-22.6421;6.4635
883;61.1901;3.4104;86.2637;4.182;69.6503;1.0481;2.2976;-7.8918;-26.9318;6.8429
884;88.7949;4.4587;76.8903;4.048;52.7477;1.1152;1.9194;-12.5071;-42.6269;8.7149
885;82.274;6.4575;67.1188;3.1396;43.2025;0.8943;1.052;-12.4834;-60.7892;12.7516
886;103.2407;2.7673;138.844;6.2978;54.2763;1.1656;1.1397;-17.9243;-67.408;15.3412
887;80.5107;6.3799;75.2603;5.0085;85.09;1.0785;1.8774;-12.0486;-41.9775;8.6173
888;63.5327;3.6815;120.5382;2.823;52.2469;1.2524;0.8749;-21.5616;-76.7125;21.4707
889;80.6318;2.6182;77.8811;3.5492;74.6189;0.8;2.4664;-1.6899;2.7658;4.8654
890;89.9567;5.9966;139.0059;3.2919;80.5095;1.0734;1.0479;-16.9011;-67.4587;15.3651
891;84.7687;1.9693;173.6195;6.7089;84.3219;1.0429;1.4456;-13.8374;-53.7952;10.8214
892;79.1309;4.3195;65.5975;5.6668;39.8785;0.8;1.3629;-9.0512;-43.2138;8.8049
893;89.2001;1.7317;76.2472;4.4103;60.6447;0.9481;2.8696;-3.0946;0.8907;4.9559
894;91.0473;3.458;121.3226;7.1608;45.7335;1.082;1.0783;-16.6091;-66.7818;15.052
895;94.8789;4.8494;113.6849;6.7781;68.2519;1.0101;1.6198;-12.0487;-46.5436;9.3534
896;81.6768;4.5669;121.4376;4.2539;66.9591;0.9951;1.0551;-14.9901;-64.6563;14.1468
897;66.9919;3.7079;86.6374;3.9842;46.7355;0.9971;1.1852;-13.8376;-60.3801;12.6199
898;72.6408;3.8382;164.3591;4.0565;45.4227;0.9111;0.5897;-16.3751;-78.4261;23.1762
899;91.7172;2.8207;102.9952;3.1709;84.085;1.4935;2.2952;-17.9825;-48.772;9.7603
900;55.2952;3.9847;73.7683;7.201;19.3246;1.0679;0.7229;-18.7618;-77.4362;22.1594
901;76.6361;8.2369;93.8674;3.0904;89.4508;1.0639;1.7838;-11.7336;-44.1111;8.9463
902;62.9199;6.8464;74.0158;5.9025;69.8598;0.8;1.7139;-6.893;-28.5881;7.0016
903;70.5174;2.3572;148.845;5.6358;67.1819;0.9388;1.2664;-12.4334;-55.036;11.12
904;93.0121;1.341;84.7823;4.1427;57.4767;0.8996;2.4001;-4.2082;-11.0671;5.6222
905;73.4398;7.8975;113.1021;7.3151;25.4961;0.9938;0.4048;-19.3485;-86.4232;36.8274
906;70.8359;4.3901;88.8991;2.2614;71.1771;0.9377;1.6951;-9.1385;-39.7452;8.2981
907;45.5226;4.4562;85.7403;4.4805;50.6901;0.8838;1.111;-12.1958;-58.1013;11.9335
908;83.4326;6.1813;62.0293;3.8664;55.2167;0.9553;1.6031;-10.8547;-44.0662;8.9391
909;81.6187;3.2492;116.1304;6.0409;77.0773;0.8053;1.7585;-6.1136;-27.2075;6.8688
910;108.9386;4.1303;138.3747;5.1303;39.0589;1.1264;0.7516;-19.7419;-77.7574;22.4794
911;64.46;8.5564;79.5335;2.0091;53.31;1.1747;0.7538;-20.9345;-78.6098;23.3752
912;73.9447;5.3307;67.9562;6.4592;76.7582;1.1047;2.1682;-9.6234;-34.5789;7.6428
913;74.4889;2.4109;122.2416;5.3282;71.1695;1.1867;1.6509;-16.0352;-53.6266;10.782
914;98.3942;2.2788;66.2616;3.0468;38.4428;1.1701;1.7022;-14.9183;-51.5099;10.3114
