Iteration;Oil_Price_USD;Sanctions_Years;RUB_EUR;Industrial_Growth_pct;Win_Rate_pct;CAPEX_Overrun;Revenue_M_EUR_yr;NPV_M_EUR;ROI_5yr_pct;Payback_Years
3823;69.1919;1.3562;120.1067;4.0794;87.0573;1.1714;2.0864;-12.4784;-40.6288;8.4216
3824;73.285;2.4836;116.0385;4.9006;72.6093;1.0716;2.127;-11.2625;-33.835;7.5569
3825;57.9379;3.6577;132.6999;7.1219;51.2378;0.9318;0.8543;-14.7782;-69.44;16.3612
3826;91.0909;3.2573;68.8949;3.5315;46.5806;0.8;1.7469;-6.1008;-27.2114;6.8692
3827;48.8289;2.0182;105.7557;4.4799;46.2362;1.0315;1.0573;-15.7908;-65.8355;14.6351
3828;78.7761;3.8577;142.829;2.9827;62.9088;1.3149;0.993;-22.2818;-74.8276;19.863
3829;91.274;3.3656;139.5427;3.5171;70.8018;1.2979;1.2881;-20.5528;-66.9188;15.1143
3830;78.6563;2.2065;109.3876;2.969;38.6059;0.8;0.8732;-12.2894;-63.6172;13.7428
3831;66.3546;3.1583;179.8593;4.9672;70.2907;1.2389;0.9338;-21.0931;-74.8741;19.8998
3832;60.4907;7.2519;116.4534;5.238;52.7823;0.8;0.7664;-12.7272;-68.0678;15.6582
3833;88.6496;3.1872;129.7821;5.6306;62.4466;0.9227;1.2906;-12.1461;-53.3767;10.7242
3834;44.3865;5.6386;101.1174;3.4695;52.8528;0.9012;0.9837;-13.4008;-63.6152;13.742
3835;52.5378;4.9207;82.2634;5.3619;74.0258;1.0547;1.6779;-12.7019;-46.9702;9.4287
3836;62.844;3.8281;80.3481;4.7697;42.8076;0.8183;1.1387;-10.9062;-53.6157;10.7795
3837;92.2778;2.8826;104.645;4.5134;52.1848;1.0208;1.475;-12.519;-51.8341;10.3808
3838;76.8358;3.5223;94.8498;2.7379;60.6046;0.8056;1.6382;-6.9103;-32.2134;7.3761
3839;52.5752;4.7918;64.2656;4.8299;56.021;1.035;1.7595;-11.4442;-43.3334;8.8235
3840;64.4145;3.4292;77.3795;4.8774;55.8072;0.8;1.6956;-6.7129;-29.3497;7.0771
3841;58.9422;2.7592;92.3485;4.7526;48.2037;0.9235;1.4394;-11.1467;-48.0472;9.6241
3842;57.2238;2.1631;119.9398;5.2001;48.7865;1.0007;1.0911;-14.7856;-63.6584;13.7583
3843;87.62;7.1724;99.599;5.6419;73.4394;0.9512;1.3949;-11.7094;-51.1171;10.2285
3844;45.3086;3.8992;98.2145;2.953;43.0401;1.1841;0.8889;-20.1906;-74.9767;19.9814
3845;98.9581;5.0076;78.1353;4.275;61.2907;0.8;1.9835;-4.5469;-17.3535;6.0499
3846;84.9081;4.1787;100.5808;5.3737;62.9502;1.0355;1.464;-13.77;-52.8734;10.6097
3847;89.6355;7.0889;139.0656;4.1974;74.1581;0.847;0.9221;-12.8923;-63.7128;13.779
3848;61.6671;4.511;103.966;6.0391;57.4398;1.1255;1.1568;-17.4427;-65.7376;14.5933
3849;67.3011;4.1239;68.6034;4.7353;89.8674;1.0061;2.9083;-4.327;-3.6469;5.1892
3850;44.2033;7.7608;73.1337;1.6676;57.7208;1.2431;0.8674;-21.6009;-76.739;21.4952
3851;60.5561;5.6825;115.8582;5.8591;69.892;0.9545;1.3208;-12.4237;-53.8734;10.8397
3852;78.8858;2.1277;94.5465;4.4243;87.2326;1.28;3.1509;-8.4329;-17.945;6.0935
3853;93.3291;2.5544;98.1528;1.9454;81.2031;1.0318;2.2545;-8.7358;-27.1689;6.8652
3854;50.0712;6.2375;85.7972;4.2216;64.0861;0.8;1.1288;-10.4589;-52.9659;10.6306
3855;63.4209;6.6961;113.4116;2.6975;76.5902;0.8499;1.0422;-12.0682;-59.1228;12.2317
3856;67.2766;4.5005;92.7531;5.7297;64.3173;0.8893;1.4148;-10.6327;-46.9698;9.4286
3857;44.8758;4.5568;95.4418;4.5462;61.016;1.0232;1.3881;-13.8946;-54.7775;11.0564
3858;80.6443;5.0526;80.8313;3.2144;48.3281;1.1972;1.2657;-18.4626;-64.7593;14.1881
3859;56.9682;3.8927;125.9132;5.8163;79.7794;1.1299;1.3473;-16.1379;-60.2531;12.5796
3860;66.483;5.3884;94.6217;5.2878;67.7748;1.1422;1.2668;-17.1363;-63.0303;13.5246
3861;61.8649;2.1051;116.4125;4.2464;63.7484;0.8613;1.4548;-9.0761;-43.7;8.881
3862;55.7919;8.3953;74.2006;2.7316;60.8325;1.193;0.8759;-20.2349;-75.5259;20.4297
3863;69.8732;5.9239;154.2602;3.3363;46.6456;1.021;0.4858;-19.1902;-84.1393;31.5245
3864;66.119;5.0475;137.6224;3.3138;64.2368;1.1723;1.0199;-19.0447;-71.0002;17.2415
3865;63.3066;3.2573;62.0364;5.7197;55.4722;0.8;2.0596;-5.2811;-14.1846;5.8265
3866;56.8877;2.4552;81.8334;2.0787;72.2472;1.0947;2.7758;-6.3157;-15.4793;5.9157
3867;75.7514;3.7327;112.683;4.5291;64.5642;0.885;1.2505;-11.5618;-52.8991;10.6155
3868;99.7651;5.256;71.8973;4.2246;40.0601;0.8;1.2006;-9.9776;-49.9757;9.9951
3869;72.518;5.0646;96.7637;6.1533;50.1678;1.138;1.1358;-17.3783;-66.7316;15.0293
3870;87.9301;3.5926;111.2554;4.9491;74.2076;0.9178;1.8391;-8.6025;-33.2034;7.4854
3871;44.976;4.9289;95.4869;5.4028;63.677;1.1119;1.1573;-17.008;-65.3068;14.412
3872;72.8397;6.4807;114.4205;3.812;86.1683;0.8223;1.2703;-10.3814;-48.5049;9.7097
3873;50.2474;1.2901;84.0858;2.7535;58.3697;1.5013;1.8386;-21.0159;-59.1777;12.2482
3874;43.4154;3.9557;60.0;4.1118;53.9164;0.9765;1.6435;-11.2084;-43.8956;8.912
3875;56.6913;5.993;127.8297;5.7657;80.0221;0.9104;1.0567;-13.3609;-61.3099;12.9232
3876;91.4542;4.5062;127.6285;5.7623;38.6891;1.219;0.7484;-21.7675;-79.5332;24.4298
3877;87.1003;5.1858;186.9945;3.9541;62.1832;0.983;0.6607;-17.0301;-77.5957;22.3172
3878;74.3741;4.3307;60.0;3.3089;61.3273;1.8835;2.1256;-27.778;-62.3827;13.2917
3879;42.4114;9.2649;120.6481;3.015;49.6373;1.2624;0.4482;-24.8399;-88.1657;42.25
3880;66.4669;1.639;61.1298;4.3951;76.3078;0.9097;4.3406;7.0827;59.0567;3.1435
3881;75.4306;4.1823;155.1347;4.8048;67.4031;1.015;0.9075;-16.6207;-70.1976;16.7772
3882;73.1597;1.9735;112.9716;6.8098;60.0282;1.0133;1.8048;-10.5598;-40.6333;8.4222
3883;36.8117;2.4481;78.8217;4.785;72.9616;0.8097;2.989;0.5975;23.0437;4.0636
3884;53.9743;3.5947;121.5379;5.5206;47.5324;1.2927;0.8085;-22.8306;-79.1513;23.9823
3885;68.8466;2.422;87.0871;3.4293;20.5001;0.9177;0.5952;-16.3559;-78.3793;23.126
3886;79.6532;8.446;107.7996;4.6626;69.1478;0.9517;1.1815;-12.9546;-58.62;12.0831
3887;30.4697;8.1189;105.2839;4.8101;70.259;1.0447;0.9958;-16.6676;-68.2265;15.7364
3888;67.0818;3.3556;154.6574;4.3892;48.4375;0.8327;0.7173;-13.5845;-71.2854;17.4128
3889;72.5749;5.1054;157.4175;4.5673;53.6261;1.0432;0.7238;-18.3422;-76.8705;21.6174
3890;85.293;4.4318;86.1297;4.7893;49.7446;0.9043;1.3076;-11.5202;-51.8024;10.374
3891;82.4714;6.4981;130.2814;5.3216;34.2991;0.9091;0.455;-17.0789;-83.3153;29.9676
3892;80.4863;5.0226;109.2764;6.3537;50.0316;0.9681;1.1366;-14.0943;-60.8659;12.7766
3893;55.6011;0.5774;70.2457;1.2017;35.6302;0.8633;1.449;-9.7764;-44.0529;8.937
3894;35.656;6.0315;84.0249;6.2706;39.768;0.8;0.8409;-12.383;-64.9607;14.2697
3895;62.9251;5.897;179.3262;2.0338;73.2185;1.0354;0.7439;-17.9894;-76.0519;20.8785
3896;88.0294;4.2901;109.3588;5.0631;76.4498;0.8;2.1825;-4.5487;-9.0637;5.4984
3897;95.0822;7.4592;128.3955;8.1334;69.2129;0.8;0.9301;-11.6143;-61.2451;12.9016
3898;82.7899;7.5325;94.837;4.5362;55.5752;1.009;0.8633;-16.5603;-71.4794;17.5312
3899;77.7281;4.3733;87.3729;4.87;53.0413;0.9643;1.3726;-12.1789;-52.5504;10.5375
3900;76.8335;4.8942;100.6839;4.1346;81.3568;1.0532;1.5328;-13.1928;-51.4878;10.3067
3901;59.9899;9.5191;93.5639;5.6009;48.684;1.1421;0.6009;-21.1158;-82.4623;28.51
3902;67.6589;3.1715;68.845;5.1433;34.063;0.8;1.4162;-8.375;-40.9923;8.4735
3903;100.0433;3.2983;77.8154;3.5859;74.5576;0.8843;2.8528;-1.7842;7.5345;4.6497
3904;53.034;2.5835;119.3597;4.4285;56.6263;0.9144;1.0488;-13.1022;-61.7667;13.0776
3905;99.066;7.3685;90.9216;2.9223;44.7526;1.0644;0.8019;-18.0501;-74.8896;19.912
3906;64.2035;5.8779;100.6447;4.4216;49.5979;1.0467;0.8047;-17.4587;-74.3745;19.5118
3907;93.8578;2.084;106.049;3.9709;72.0348;0.9222;2.3101;-5.3128;-16.4992;5.988
3908;44.6773;8.8989;108.1407;4.8048;59.4724;1.0089;0.7925;-17.2354;-73.8143;19.0944
3909;80.5463;5.7702;133.1951;3.5351;55.1459;0.9465;0.7197;-16.0588;-74.6537;19.7267
3910;56.7381;6.8472;75.982;4.2784;68.7443;0.8332;1.3954;-9.1888;-44.1715;8.956
3911;44.5252;1.5694;115.3226;4.6132;72.6792;1.0108;1.702;-11.1235;-43.8761;8.9089
3912;73.9336;4.2624;120.7747;4.7176;38.5143;0.8;0.6717;-13.2876;-72.0104;17.8638
3913;88.1705;5.523;127.9492;5.0114;33.3818;1.0503;0.5213;-19.7774;-83.4565;30.2233
3914;54.7911;4.4869;70.2416;4.3387;45.5058;1.3264;1.1614;-21.8602;-70.814;17.1315
3915;43.0177;5.2917;106.5778;3.42;91.4451;0.933;1.2926;-11.8998;-53.8173;10.8266
3916;68.3468;6.5199;153.575;4.7231;45.5286;1.5104;0.4666;-30.1532;-89.7029;48.5573
3917;68.4262;3.5497;97.5524;4.3317;43.0109;1.1282;0.9751;-18.6993;-71.189;17.3545
3918;79.8698;6.8277;112.8482;6.137;78.5815;1.3387;1.1705;-21.9761;-70.8541;17.1551
3919;87.0927;2.467;121.5431;6.3261;58.8872;1.0802;1.4158;-14.3614;-56.311;11.4445
3920;68.9305;3.0368;77.3858;2.5419;53.0805;1.1166;1.6996;-13.3909;-49.263;9.8547
3921;103.3991;1.5146;158.163;5.5257;62.1687;1.0291;1.2931;-14.1396;-58.1148;11.9374
3922;74.0362;3.4988;113.3007;5.8266;65.1063;0.8;1.3641;-8.7517;-43.1616;8.7969
3923;63.7643;3.5785;113.8687;2.5813;49.2245;0.8;1.0761;-10.7479;-55.1606;11.1509
3924;40.9918;6.4015;66.0006;5.4692;48.6378;0.9529;1.3678;-11.6536;-52.1519;10.4497
3925;65.2721;5.1972;121.9738;5.9439;74.4143;0.8864;1.1829;-11.6117;-55.5177;11.2404
3926;63.945;3.8797;113.4966;3.1755;71.0563;0.8922;1.5385;-9.7459;-42.516;8.6981
3927;87.2855;5.1902;150.0874;4.2455;51.1897;0.8;0.9311;-11.8019;-61.2044;12.8881
3928;78.3247;1.6196;92.5134;4.8795;53.2304;1.2482;1.6702;-16.6547;-55.3982;11.2103
3929;48.7714;2.5692;78.1207;5.4557;80.0467;0.8136;2.3537;-3.0877;-3.5721;5.1852
3930;73.1006;5.0192;84.3193;3.1173;65.4324;0.8032;1.4569;-8.7162;-39.5359;8.2694
3931;82.0876;5.1164;88.1399;6.3355;64.0379;1.0077;1.4747;-12.4984;-51.2196;10.25
3932;97.5046;6.1244;75.6002;1.556;73.301;1.242;1.6355;-16.5029;-56.1041;11.3906
3933;85.9751;3.6992;138.063;6.5856;50.7247;1.1849;0.9307;-19.8021;-73.8191;19.0979
3934;83.6952;5.7046;139.3648;5.4254;61.5591;0.8782;0.8626;-13.6996;-67.2579;15.2709
3935;71.0815;5.4158;95.2231;3.6673;68.0286;0.9584;1.4472;-11.6427;-49.6653;9.9335
3936;76.9896;8.4398;90.6477;5.8966;64.4987;1.3883;0.9752;-24.5;-76.5852;21.354
3937;92.4911;2.7604;63.5165;3.0283;32.7721;1.2476;1.9619;-15.0152;-47.5812;9.5386
3938;46.01;4.5398;119.0044;4.7724;52.2175;1.1916;0.8484;-20.7916;-76.2685;21.069
3939;63.7101;4.8539;151.1889;4.9578;91.5008;1.0801;1.1312;-16.272;-65.0886;14.322
3940;56.0938;9.7001;85.2742;4.9542;55.9845;1.0202;0.6742;-18.0207;-77.9713;22.6976
3941;76.8248;2.6859;97.1226;3.3404;63.1792;1.4944;1.5931;-22.5116;-64.4651;14.0707
3942;92.144;4.3692;111.4686;3.8559;53.6728;1.2532;1.0752;-20.6383;-71.4008;17.483
3943;59.2545;3.4062;153.8957;4.7901;79.4734;1.0247;1.1972;-14.9419;-61.0564;12.8391
3944;30.0;4.385;105.1212;3.5099;47.9921;1.1556;0.9233;-19.353;-73.3672;18.7738
3945;62.58;2.848;105.0071;5.0072;45.6874;0.9514;1.0331;-14.2328;-63.8028;13.8132
3946;86.4425;1.5634;104.585;3.6788;56.0724;0.8;1.6428;-7.5337;-31.5495;7.3046
3947;79.6773;4.6685;70.0292;6.1;76.1016;0.8151;2.3396;-2.6792;-4.3185;5.2257
3948;77.7074;3.3543;69.6493;6.944;48.0649;0.912;1.7538;-9.1595;-35.8956;7.7998
3949;64.9601;2.5787;81.7096;4.1538;79.3825;0.9002;2.3408;-5.1063;-13.3252;5.7687
3950;46.9774;3.2949;128.817;5.9804;66.2854;0.8654;1.1584;-11.7928;-55.3783;11.2053
3951;79.2753;1.5819;91.9579;4.2815;71.0241;0.8733;2.3031;-4.4682;-12.0868;5.6874
3952;54.9829;8.1846;87.599;3.1954;56.1931;1.2985;0.8503;-23.1734;-78.1733;22.9077
3953;109.3137;4.7223;87.215;3.9614;83.1809;1.4427;2.1004;-18.0326;-51.4721;10.3033
3954;80.2691;6.4903;96.6171;4.7284;57.1036;1.3001;0.9599;-22.4409;-75.3905;20.3174
3955;59.5483;3.8062;153.0397;1.9196;64.14;0.8;0.7774;-12.6564;-67.6074;15.4356
3956;58.9951;7.4643;96.2906;5.5385;88.9269;1.2406;1.2439;-19.3038;-66.5781;14.9602
3957;68.327;4.1383;82.154;4.729;20.0649;1.1587;0.4949;-22.2747;-85.7615;35.116
3958;65.689;4.6772;100.6331;6.1008;42.7326;0.9926;0.9647;-15.8222;-67.6038;15.4339
3959;90.103;4.1866;155.08;5.5122;55.8416;0.9054;1.0964;-13.0302;-59.6331;12.3864
3960;73.3555;5.7885;88.1874;4.7799;72.1712;0.9408;1.4167;-12.1574;-49.806;9.9614
3961;56.8306;4.6318;74.4345;4.0662;69.569;1.219;1.6249;-16.2721;-55.5666;11.2528
3962;104.0279;3.0402;88.2278;6.8843;46.785;1.0802;1.6421;-13.181;-49.3279;9.8674
3963;70.8875;2.3592;103.2715;7.8548;59.924;1.2762;1.6761;-17.4311;-56.2223;11.4213
3964;83.8391;4.8821;118.7749;4.0913;67.6291;1.177;1.211;-18.0388;-65.7015;14.5779
3965;59.0519;4.1717;128.6237;6.1634;63.3613;1.3339;1.1394;-21.8691;-71.527;17.5605
3966;76.5361;2.0098;76.995;3.5399;54.8619;1.1352;2.5942;-7.7268;-23.8232;6.5637
3967;75.6;3.6603;78.843;3.7185;61.619;0.8;2.1318;-4.4301;-11.176;5.6291
3968;35.9863;4.3196;92.2364;4.0206;69.4646;0.8;1.2532;-9.5685;-47.7837;9.5756
3969;106.275;6.6071;118.6637;5.627;45.2865;1.1379;0.6844;-20.5227;-79.9512;24.9392
3970;93.2316;1.8444;72.9787;2.9876;60.3163;1.1276;2.3592;-9.3214;-30.2622;7.1697
3971;62.8505;3.4178;85.9133;6.9249;53.9544;0.8839;1.6483;-8.8183;-37.8387;8.0436
3972;50.1591;6.5659;86.2271;6.0068;59.9048;1.0507;1.0932;-16.1194;-65.317;14.4163
3973;76.2561;5.1647;126.5462;5.5923;55.2418;0.9131;0.8613;-14.3068;-68.5571;15.9018
3974;71.5606;3.1285;114.1183;4.1593;89.1708;0.9061;1.8308;-8.2277;-32.6469;7.4236
3975;76.402;6.7929;125.3487;5.8442;65.76;0.8;0.9819;-11.2087;-59.0862;12.2208
3976;73.4484;4.1952;139.7478;0.224;65.3436;1.009;0.942;-16.0843;-68.8785;16.0661
3977;79.1123;4.2242;92.6434;5.2614;59.4069;0.9018;1.6136;-9.4989;-40.3572;8.3832
3978;96.0515;8.7522;74.3154;4.8402;34.5021;1.0786;0.7425;-18.6689;-77.0545;21.7908
3979;80.2259;8.1247;74.4352;1.7707;63.1914;0.8;1.1857;-10.2249;-50.5973;10.1209
3980;51.1062;3.4687;63.1582;5.2094;35.6573;1.1279;1.2029;-16.5721;-64.4513;14.0652
3981;94.5261;2.3272;89.1641;5.4863;50.5931;0.9021;1.656;-9.3712;-38.809;8.1711
3982;99.5311;3.3035;90.8413;1.8194;54.5368;0.8079;1.483;-8.6435;-38.812;8.1715
3983;126.737;1.3509;121.7608;2.8198;35.5585;0.9158;0.9963;-13.7141;-63.7367;13.788
3984;49.7771;1.2023;100.4238;7.6966;72.5926;0.8;2.6528;-0.0794;10.5329;4.5235
3985;74.3719;3.6598;88.4633;4.3205;30.0377;0.9435;0.7796;-15.8188;-72.4568;18.1533
3986;32.5222;8.0196;97.1417;6.0634;77.6191;1.0249;0.9453;-16.1203;-69.2581;16.2645
3987;79.9567;7.0752;77.1249;6.2902;45.4362;1.0146;0.8651;-16.6496;-71.5779;17.5919
3988;60.1324;4.3001;129.2207;5.1909;60.3354;1.0964;1.3882;-15.537;-57.7949;11.8469
3989;104.622;4.623;82.1619;6.1259;48.2524;0.8927;1.6241;-9.2564;-39.3539;8.2445
3990;56.0569;0.8754;75.2027;1.4307;73.4222;1.1687;4.0181;-0.3296;14.6056;4.3628
3991;39.5947;2.7623;122.6875;4.2542;48.3799;1.0547;0.8499;-17.892;-73.1395;18.6147
3992;61.5173;1.2671;115.4354;-0.0209;59.8878;1.1773;1.2269;-17.6084;-65.261;14.3931
3993;34.4412;5.9598;64.991;1.9809;53.9146;1.3935;1.1531;-23.1795;-72.4162;18.1266
3994;83.5198;2.3599;123.8314;3.781;45.1751;0.8;0.9962;-11.2079;-58.4926;12.0461
3995;32.8285;7.049;83.0773;3.6019;48.2554;0.9263;1.1142;-13.0471;-59.907;12.471
3996;70.5122;5.1298;91.0714;4.6621;69.2954;0.8585;1.3897;-9.8398;-46.0407;9.2662
3997;32.5994;2.8342;104.7865;4.569;61.862;1.5336;1.1741;-26.3339;-74.4812;19.5934
3998;64.2346;2.4354;115.7956;4.8006;56.9087;1.1269;1.2133;-16.5154;-64.1119;13.9322
3999;99.5808;5.0238;111.7808;4.8621;49.2504;1.0591;1.1043;-16.1389;-65.244;14.386
4000;76.4917;7.4321;98.7623;5.0994;58.5645;1.2702;0.8852;-22.0304;-76.7694;21.5233
4001;54.4571;5.6723;89.928;3.1614;74.8026;1.0025;1.3928;-13.1927;-53.6899;10.7968
4002;69.4383;3.4181;110.8553;3.5128;41.5828;1.0978;0.8309;-18.6483;-74.7701;19.8178
4003;70.3243;4.7618;97.0837;4.5447;70.3243;0.9128;1.3884;-11.2595;-49.3017;9.8623
4004;78.5073;3.2299;157.0413;4.568;73.5078;0.8;1.2364;-9.6871;-48.4851;9.7059
4005;45.3965;9.7622;115.7893;2.9771;65.6596;1.1966;0.7083;-21.6662;-80.2704;25.3427
4006;80.6662;5.9132;79.3855;6.2223;60.5677;0.8253;1.6729;-7.4823;-32.4338;7.4001
4007;30.0;4.936;88.7453;5.6872;52.4359;1.1615;1.1079;-18.413;-68.2053;15.7259
4008;58.6621;3.807;101.2121;3.3104;77.6151;1.242;1.6106;-17.0648;-56.7732;11.5669
4009;61.2111;4.9609;138.3834;4.2875;74.5948;0.8;1.2931;-9.3632;-46.1227;9.2803
4010;81.3999;3.3832;142.3013;7.6143;46.1759;1.2324;1.0538;-20.2358;-71.498;17.5426
4011;70.4074;1.328;90.5712;4.8409;71.9911;1.0522;2.5655;-7.4041;-18.729;6.1523
4012;44.6999;3.6576;79.183;5.1935;42.9045;0.8237;1.1282;-10.6816;-54.343;10.9512
4013;52.2701;7.8499;76.6919;3.6866;69.1422;0.8;1.2519;-10.1582;-47.8376;9.5855
4014;73.5762;5.0149;106.5141;4.1303;65.108;0.9859;1.2547;-13.4172;-57.5789;11.7866
4015;68.5768;1.9121;177.8813;6.867;55.5268;0.9649;0.9245;-15.1612;-68.0613;15.655
4016;59.5758;7.2345;114.4278;4.7699;31.2803;1.2441;0.4147;-24.3818;-88.8901;45.0049
4017;61.345;3.0272;67.1341;4.4936;53.0206;1.013;1.8193;-10.5825;-40.1353;8.3522
4018;82.531;2.9061;83.4017;4.6115;69.5434;0.8045;2.2585;-3.8016;-6.422;5.3431
4019;60.6815;3.1631;85.5578;8.4181;38.5037;0.8;1.4007;-8.3967;-41.6363;8.567
4020;68.4144;4.6975;81.424;4.6597;48.619;1.0297;1.2205;-15.1524;-60.4924;12.6558
4021;109.0589;4.4974;90.758;3.3549;53.4568;1.0008;1.3734;-13.1743;-54.2577;10.9308
4022;44.3737;4.1844;109.6747;3.617;55.4878;1.3022;1.329;-19.6916;-65.9808;14.6976
4023;36.6668;5.666;118.5892;5.7711;62.6981;0.9063;0.9221;-13.8323;-66.085;14.7427
4024;84.1046;3.2583;131.3823;2.4573;58.3221;1.0873;1.1191;-16.8111;-65.6936;14.5745
4025;57.7844;6.1931;114.0026;5.2759;82.6215;0.9738;1.172;-13.768;-59.8822;12.4633
4026;64.2717;2.5406;61.3523;3.5143;58.3583;0.8;2.403;-3.1813;0.1266;4.9937
4027;55.9392;6.1979;76.7723;1.8118;59.187;1.154;1.1754;-17.6376;-66.0485;14.7269
4028;65.3236;5.2717;96.1247;3.1299;47.2723;0.9183;1.0318;-13.5404;-62.5481;13.3504
4029;98.7737;5.4102;103.7506;4.6413;63.1679;1.1409;1.495;-15.3227;-56.3215;11.4473
4030;84.4383;4.1283;124.0302;6.6928;70.2019;1.0344;1.5093;-13.3874;-51.3634;10.2803
4031;85.52;5.2942;101.0855;5.97;72.2256;0.8206;1.4366;-8.4568;-41.6403;8.5676
4032;44.5079;1.8767;101.2758;4.1595;48.7851;0.9658;1.2967;-12.4092;-55.2454;11.172
4033;49.2792;6.858;106.1252;6.0583;52.0967;0.9937;0.9347;-15.7148;-68.6471;15.9475
4034;30.0;1.6486;93.8234;4.0648;72.3453;1.0375;2.4589;-7.1123;-20.9982;6.329
4035;55.4311;2.3795;102.1959;2.4002;81.3804;1.1079;2.3921;-8.347;-28.0287;6.9472
4036;87.2207;4.695;132.506;4.6316;56.5852;1.0061;0.8725;-16.5539;-71.0942;17.2976
4037;79.305;5.8372;97.9241;2.3411;53.1653;1.418;1.0128;-24.7278;-76.1916;21.001
4038;66.0128;1.8457;99.2475;5.7871;54.0404;1.1831;1.607;-15.6178;-54.7209;11.0426
4039;69.5986;7.7045;99.1639;5.8088;88.5273;1.2204;1.316;-18.1891;-64.0563;13.9106
4040;57.6001;8.6752;138.3261;3.28;49.0292;1.1794;0.5943;-22.1768;-83.2026;29.7665
4041;73.6857;4.881;75.8044;4.8184;38.2333;1.0154;1.0066;-15.6106;-66.9559;15.1313
4042;83.7858;4.1266;155.8871;4.8041;92.1553;1.1576;1.3091;-17.1879;-62.3042;13.2641
4043;40.914;5.853;74.5205;5.9079;41.7805;1.2837;0.9016;-22.2615;-76.5885;21.357
4044;75.3937;3.3169;84.912;2.7324;57.3494;1.0255;1.4874;-13.1029;-51.6526;10.3418
4045;86.7838;4.195;120.4645;5.4992;77.1567;1.2339;1.6642;-16.752;-55.0407;11.1212
4046;62.5282;7.6387;129.3794;2.6248;55.9457;0.8;0.5286;-14.1709;-77.9743;22.7008
4047;82.6126;8.2828;70.4072;5.7658;62.6268;1.2458;1.2242;-19.0487;-67.2451;15.2649
4048;120.6638;7.7978;76.0959;6.194;65.1249;0.8571;2.0436;-6.2707;-20.5244;6.2912
4049;68.1218;2.9966;107.193;3.5956;43.6937;0.8;0.9281;-11.2694;-61.3283;12.9294
4050;77.0795;2.8497;179.6975;6.4287;54.5909;0.9457;0.7701;-15.9054;-72.8552;18.4198
4051;56.715;3.1659;136.5561;2.239;66.9264;1.0423;1.0276;-16.3903;-67.1377;15.215
4052;73.2625;3.9047;93.986;6.2494;64.8818;1.0692;1.5953;-13.2324;-50.268;10.0539
4053;78.2849;3.2466;60.0;6.7577;59.671;1.2945;2.4558;-13.0779;-36.7622;7.9067
4054;73.5072;3.549;102.062;5.1187;72.3676;0.8945;1.676;-8.6277;-37.549;8.0063
4055;51.6455;4.9773;109.4803;4.3067;54.8571;1.3893;0.9332;-24.2003;-77.6106;22.332
4056;73.7145;6.0261;90.876;5.0686;66.2681;1.3899;1.2711;-22.4935;-69.5152;16.4016
4057;96.3195;5.8065;80.8414;3.6944;60.2551;1.0462;1.3424;-14.3145;-57.2271;11.6896
4058;78.0754;6.487;104.0594;8.5369;61.2891;0.8475;1.0655;-12.1329;-58.092;11.9309
4059;87.3158;1.3743;79.0124;3.7202;75.2091;1.6457;3.2609;-15.2195;-33.9507;7.5701
4060;65.7338;1.5647;159.6977;6.5761;46.1103;1.412;0.8959;-24.9948;-78.849;23.6395
4061;83.4982;6.2575;146.1095;3.4882;59.788;1.0388;0.6874;-18.7217;-77.9446;22.6702
4062;75.0268;4.4277;117.8778;6.9952;39.6758;0.8;0.7023;-12.844;-70.7389;17.0876
4063;52.8836;4.7034;102.2681;7.6185;55.3933;1.1321;1.1069;-17.7907;-67.4088;15.3416
4064;75.7334;1.6176;84.7859;5.179;62.2962;0.8887;2.4615;-4.0138;-7.675;5.4157
4065;52.1495;2.9625;99.4817;5.03;75.8813;1.191;1.8001;-14.9602;-49.621;9.9248
4066;58.6082;5.096;150.6553;3.1651;59.4069;1.047;0.729;-18.2175;-76.7916;21.544
4067;73.4079;6.9399;124.2547;2.9865;51.3627;0.8;0.6998;-13.0249;-70.8432;17.1487
4068;75.3504;7.6504;105.2242;5.0469;67.1535;0.8;0.8947;-11.8154;-62.7219;13.4127
4069;48.5938;4.2361;125.9851;6.7873;44.7799;0.8586;0.8801;-13.5361;-65.832;14.6336
4070;88.9717;4.5022;114.6143;3.7777;57.8323;1.3884;1.3397;-22.1254;-67.8369;15.5458
4071;80.2961;6.668;110.4143;7.9119;55.9988;0.8781;0.8613;-13.605;-67.3035;15.2922
4072;57.3149;4.4549;127.7801;3.6848;68.4382;0.8;1.1506;-10.1151;-52.0601;10.4297
4073;42.3235;4.3318;113.7982;4.9441;69.5649;0.9605;1.1451;-13.7431;-60.2597;12.5817
4074;67.3917;7.4876;123.9413;4.948;67.6973;0.9491;0.7521;-15.8496;-73.584;18.9279
4075;61.973;6.2624;104.1172;4.4477;65.4703;1.3743;0.9463;-23.7352;-77.049;21.7855
4076;72.0365;7.541;93.8445;1.5343;82.0123;1.3538;1.0745;-22.6455;-73.5445;18.8997
4077;63.4639;2.7767;87.1935;3.6714;52.5489;0.8;1.3247;-8.9015;-44.8038;9.0586
4078;33.8658;4.376;84.6346;4.8995;52.5804;1.0819;1.625;-13.9372;-49.9305;9.9861
4079;63.0098;6.7634;66.9454;4.456;42.0638;1.1716;0.9067;-19.8876;-74.2039;19.3828
4080;64.4989;2.1247;79.6136;5.5543;70.9792;0.9761;2.3746;-5.6822;-18.9059;6.1657
